"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","19/271","279/30636",8.54126598502948e-12,4.91493926212428e-10,4.32725416823165e-10,"E9Q4Z2/O08739/O70571/P00405/P35486/P52480/P63030/Q3V1D3/Q5SUR0/Q7TNG8/Q8BKZ9/Q8JZR0/Q8QZT1/Q99NB1/Q9D023/Q9D051/Q9ET01/Q9JK42/Q9WTP7",19
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","18/271","245/30636",8.67110375033955e-12,4.91493926212428e-10,4.32725416823165e-10,"E9Q4Z2/O08739/O70571/P00405/P35486/P52480/P63030/Q3V1D3/Q5SUR0/Q7TNG8/Q8BKZ9/Q8JZR0/Q8QZT1/Q99NB1/Q9D023/Q9D051/Q9JK42/Q9WTP7",18
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","18/271","264/30636",3.00237686194620e-11,1.66398397637641e-09,1.46501944655434e-09,"E9Q4Z2/O08739/O70571/P00405/P35486/P52480/P63030/Q3V1D3/Q5SUR0/Q7TNG8/Q8BKZ9/Q8JZR0/Q8QZT1/Q99NB1/Q9D023/Q9D051/Q9JK42/Q9WTP7",18
"GO:0009165","GO:0009165","nucleotide biosynthetic process","20/271","342/30636",3.76295031476289e-11,2.04017349674318e-09,1.79622754155501e-09,"E9Q4Z2/O08739/O70571/P00405/P35486/P52480/P54071/P63030/Q3V1D3/Q5SUR0/Q7TNG8/Q8BKZ9/Q8JZR0/Q8QZT1/Q99KQ4/Q99NB1/Q9D023/Q9D051/Q9JK42/Q9WTP7",20
"GO:0032543","GO:0032543","mitochondrial translation","12/271","93/30636",3.96894943316354e-11,2.10607657155529e-09,1.85425050785647e-09,"Q14C51/Q3U186/Q3UFY8/Q6PB66/Q8BFR5/Q8BJZ4/Q8BYL4/Q8K0D5/Q8K0Z7/Q8R2Q4/Q9CR88/Q9Z1P6",12
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","20/271","347/30636",4.87671938041967e-11,2.53386211140972e-09,2.2308852253411e-09,"E9Q4Z2/O08739/O70571/P00405/P35486/P52480/P54071/P63030/Q3V1D3/Q5SUR0/Q7TNG8/Q8BKZ9/Q8JZR0/Q8QZT1/Q99KQ4/Q99NB1/Q9D023/Q9D051/Q9JK42/Q9WTP7",20
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","18/271","273/30636",5.21710155866641e-11,2.65539822190082e-09,2.33788911952269e-09,"E9Q4Z2/O08739/O70571/P00405/P35486/P52480/P63030/Q3V1D3/Q5SUR0/Q7TNG8/Q8BKZ9/Q8JZR0/Q8QZT1/Q99NB1/Q9D023/Q9D051/Q9JK42/Q9WTP7",18
"GO:0006086","GO:0006086","acetyl-CoA biosynthetic process from pyruvate","7/271","17/30636",7.0720079900925e-11,3.52751758545814e-09,3.10572814049115e-09,"O70571/P35486/P63030/Q8BKZ9/Q9D023/Q9D051/Q9JK42",7
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","18/271","282/30636",8.87821577895111e-11,4.32397224782842e-09,3.80694977798088e-09,"E9Q4Z2/O08739/O70571/P00405/P35486/P52480/P63030/Q3V1D3/Q5SUR0/Q7TNG8/Q8BKZ9/Q8JZR0/Q8QZT1/Q99NB1/Q9D023/Q9D051/Q9JK42/Q9WTP7",18
"GO:0042407","GO:0042407","cristae formation","8/271","28/30636",9.01549947422125e-11,4.32397224782842e-09,3.80694977798088e-09,"Q5U458/Q78IK4/Q8BGH2/Q8CAQ8/Q8JZQ2/Q920A7/Q9D0L4/Q9Z2I0",8
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","9/271","42/30636",1.00320647287444e-10,4.72074894971481e-09,4.15628342088595e-09,"Q8K3J1/Q91VD9/Q91WD5/Q99LC3/Q9D6J6/Q9DC70/Q9DCJ5/Q9DCT2/Q9Z1P6",9
"GO:0072350","GO:0072350","tricarboxylic acid metabolic process","7/271","21/30636",4.10237770216503e-10,1.89469073874066e-08,1.66814032879459e-08,"P54071/P70404/Q80X68/Q91VA7/Q99KI0/Q9CZU6/Q9D6R2",7
"GO:0140053","GO:0140053","mitochondrial gene expression","13/271","142/30636",4.80430987732882e-10,2.17853615164692e-08,1.91804601035558e-08,"Q14C51/Q3U186/Q3UFY8/Q6PB66/Q8BFR5/Q8BJZ4/Q8BYL4/Q8K0D5/Q8K0Z7/Q8R2Q4/Q91YM4/Q9CR88/Q9Z1P6",13
"GO:0006744","GO:0006744","ubiquinone biosynthetic process","7/271","22/30636",5.97150147485251e-10,2.65945083540753e-08,2.3414571572448e-08,"E9Q3H6/Q3THF9/Q60936/Q8BMS4/Q8R1S0/Q9CXI0/Q9DC69",7
"GO:1901663","GO:1901663","quinone biosynthetic process","7/271","23/30636",8.5193838632685e-10,3.72760409736696e-08,3.28189007179651e-08,"E9Q3H6/Q3THF9/Q60936/Q8BMS4/Q8R1S0/Q9CXI0/Q9DC69",7
"GO:0070585","GO:0070585","protein localization to mitochondrion","13/271","156/30636",1.54000861673909e-09,6.62203705197808e-08,5.83023225865288e-08,"O08528/O35857/P10637/P63038/Q61699/Q791V5/Q80U63/Q8BGH2/Q8BGX2/Q8K1M6/Q99LP6/Q9D880/Q9Z0X1",13
"GO:0006743","GO:0006743","ubiquinone metabolic process","7/271","25/30636",1.64540390709921e-09,6.95531753272106e-08,6.12366199858867e-08,"E9Q3H6/Q3THF9/Q60936/Q8BMS4/Q8R1S0/Q9CXI0/Q9DC69",7
"GO:0033539","GO:0033539","fatty acid beta-oxidation using acyl-CoA dehydrogenase","6/271","16/30636",3.37015636622473e-09,1.40086166289408e-07,1.23335897893768e-07,"P45952/P50544/P51174/Q07417/Q99LC5/Q9DCW4",6
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","12/271","143/30636",6.12054666263752e-09,2.50240055354393e-07,2.2031855631168e-07,"O08528/O35857/P10637/P63038/Q61699/Q791V5/Q80U63/Q8BGH2/Q8BGX2/Q99LP6/Q9D880/Q9Z0X1",12
"GO:0061732","GO:0061732","mitochondrial acetyl-CoA biosynthetic process from pyruvate","5/271","11/30636",2.30907349107062e-08,9.28843433343568e-07,8.17780526718728e-07,"P35486/P63030/Q8BKZ9/Q9D023/Q9D051",5
"GO:0006103","GO:0006103","2-oxoglutarate metabolic process","6/271","22/30636",3.00314412565289e-08,1.18886372212354e-06,1.0467098823913e-06,"E9Q7L0/P70404/Q60597/Q91VA7/Q9D2G2/Q9D6R2",6
"GO:0042180","GO:0042180","cellular ketone metabolic process","18/271","410/30636",3.25444914843754e-08,1.26821815253176e-06,1.11657580980933e-06,"E9Q3H6/E9Q4Z2/O70310/O70571/P06728/P13707/P50544/P51174/P97807/Q3THF9/Q60936/Q8BMS4/Q8JZR0/Q8R1S0/Q91VT4/Q9CXI0/Q9DC69/Q9JK42",18
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","13/271","205/30636",4.14414023242307e-08,1.59007472917895e-06,1.39994761535782e-06,"O08528/P51881/P58281/P63038/Q60930/Q791V5/Q80U63/Q8BWT1/Q8K1M6/Q91VD9/Q9D880/Q9JLR9/Q9Z0X1",13
"GO:1901661","GO:1901661","quinone metabolic process","8/271","63/30636",8.59733377781394e-08,3.22591632539968e-06,2.84018969939802e-06,"E9Q3H6/Q3THF9/Q60936/Q8BMS4/Q8R1S0/Q91VT4/Q9CXI0/Q9DC69",8
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","11/271","147/30636",8.66625476350354e-08,3.22591632539968e-06,2.84018969939802e-06,"E9Q4Z2/O70571/P35486/P63030/Q8BKZ9/Q8JZR0/Q8QZT1/Q99NB1/Q9D023/Q9D051/Q9JK42",11
"GO:0006122","GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","5/271","14/30636",9.79059487594464e-08,3.59084465008911e-06,3.16148311319203e-06,"P99028/Q8R1I1/Q9CQ69/Q9CZ13/Q9D0M3",5
"GO:0046031","GO:0046031","ADP metabolic process","12/271","188/30636",1.28926139315812e-07,4.66002596309616e-06,4.1028211535131e-06,"O08528/O08739/O88343/P09041/P09411/P13707/P52480/Q60597/Q791V5/Q8BRK8/Q9DBJ1/Q9WTP7",12
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process","12/271","195/30636",1.91791916747022e-07,6.7370287375644e-06,5.93147425254689e-06,"O08528/O08739/O88343/P09041/P09411/P13707/P52480/Q60597/Q791V5/Q8BRK8/Q9DBJ1/Q9WTP7",12
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process","12/271","195/30636",1.91791916747022e-07,6.7370287375644e-06,5.93147425254689e-06,"O08528/O08739/O88343/P09041/P09411/P13707/P52480/Q60597/Q791V5/Q8BRK8/Q9DBJ1/Q9WTP7",12
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process","12/271","207/30636",3.64958300773369e-07,1.26417500295664e-05,1.11301610440533e-05,"O08528/O08739/O88343/P09041/P09411/P13707/P52480/Q60597/Q791V5/Q8BRK8/Q9DBJ1/Q9WTP7",12
"GO:0009132","GO:0009132","nucleoside diphosphate metabolic process","12/271","228/30636",1.01833067967943e-06,3.47906399331576e-05,3.06306820160244e-05,"O08528/O08739/O88343/P09041/P09411/P13707/P52480/Q60597/Q791V5/Q8BRK8/Q9DBJ1/Q9WTP7",12
"GO:0010823","GO:0010823","negative regulation of mitochondrion organization","8/271","88/30636",1.17921245015794e-06,3.97426466309985e-05,3.49905714228941e-05,"P10637/P51881/P58281/Q80U63/Q8BWT1/Q8K1M6/Q9D0L4/Q9JLR9",8
