"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0004859","GO:0004859","phospholipase inhibitor activity","1/34","13/30629",0.0143378345265306,0.121271417280988,0.0831036911074236,"P10107",1
"GO:0008429","GO:0008429","phosphatidylethanolamine binding","1/34","14/30629",0.0154324423664212,0.121271417280988,0.0831036911074236,"Q3U7R1",1
"GO:0010385","GO:0010385","double-stranded methylated DNA binding","1/34","14/30629",0.0154324423664212,0.121271417280988,0.0831036911074236,"Q9QZQ8",1
"GO:0005527","GO:0005527","macrolide binding","1/34","16/30629",0.017618119636315,0.121271417280988,0.0831036911074236,"P07724",1
"GO:0004867","GO:0004867","serine-type endopeptidase inhibitor activity","2/34","187/30629",0.0182983390252225,0.121271417280988,0.0831036911074236,"P22599/Q60854",2
"GO:0016671","GO:0016671","oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","1/34","17/30629",0.0187091915316655,0.121271417280988,0.0831036911074236,"P27773",1
"GO:0030957","GO:0030957","Tat protein binding","1/34","17/30629",0.0187091915316655,0.121271417280988,0.0831036911074236,"P60710",1
"GO:0003841","GO:0003841","1-acylglycerol-3-phosphate O-acyltransferase activity","1/34","18/30629",0.0197990872421032,0.121271417280988,0.0831036911074236,"Q9DBL9",1
"GO:0031628","GO:0031628","opioid receptor binding","1/34","21/30629",0.0230617295532688,0.121271417280988,0.0831036911074236,"Q8BTM8",1
"GO:0048407","GO:0048407","platelet-derived growth factor binding","1/34","21/30629",0.0230617295532688,0.121271417280988,0.0831036911074236,"Q04857",1
"GO:0055102","GO:0055102","lipase inhibitor activity","1/34","21/30629",0.0230617295532688,0.121271417280988,0.0831036911074236,"P10107",1
"GO:1990814","GO:1990814","DNA/DNA annealing activity","1/34","21/30629",0.0230617295532688,0.121271417280988,0.0831036911074236,"P10107",1
"GO:0008252","GO:0008252","nucleotidase activity","1/34","22/30629",0.024146932807163,0.121271417280988,0.0831036911074236,"Q9Z0S1",1
"GO:0032036","GO:0032036","myosin heavy chain binding","1/34","22/30629",0.024146932807163,0.121271417280988,0.0831036911074236,"O89053",1
"GO:0003697","GO:0003697","single-stranded DNA binding","2/34","217/30629",0.0241551350081808,0.121271417280988,0.0831036911074236,"P10107/Q60710",2
"GO:0004089","GO:0004089","carbonate dehydratase activity","1/34","23/30629",0.0252309660114807,0.121271417280988,0.0831036911074236,"P16015",1
"GO:0042171","GO:0042171","lysophosphatidic acid acyltransferase activity","1/34","23/30629",0.0252309660114807,0.121271417280988,0.0831036911074236,"Q9DBL9",1
"GO:0003756","GO:0003756","protein disulfide isomerase activity","1/34","29/30629",0.0317106626167344,0.126958226714535,0.0870006922734716,"P27773",1
"GO:0016411","GO:0016411","acylglycerol O-acyltransferase activity","1/34","29/30629",0.0317106626167344,0.126958226714535,0.0870006922734716,"Q9DBL9",1
"GO:0016864","GO:0016864","intramolecular oxidoreductase activity, transposing S-S bonds","1/34","29/30629",0.0317106626167344,0.126958226714535,0.0870006922734716,"P27773",1
"GO:0031492","GO:0031492","nucleosomal DNA binding","1/34","29/30629",0.0317106626167344,0.126958226714535,0.0870006922734716,"Q9QZQ8",1
"GO:0071617","GO:0071617","lysophospholipid acyltransferase activity","1/34","30/30629",0.0327865396582712,0.126958226714535,0.0870006922734716,"Q9DBL9",1
"GO:0005201","GO:0005201","extracellular matrix structural constituent","2/34","258/30629",0.0332224419338225,0.126958226714535,0.0870006922734716,"Q04857/Q61554",2
"GO:0015643","GO:0015643","toxic substance binding","1/34","31/30629",0.0338612564023353,0.126958226714535,0.0870006922734716,"P07724",1
"GO:0099106","GO:0099106","ion channel regulator activity","2/34","263/30629",0.0344071111479417,0.126958226714535,0.0870006922734716,"Q70FJ1/Q8BTM8",2
"GO:0008179","GO:0008179","adenylate cyclase binding","1/34","32/30629",0.0349348140623889,0.126958226714535,0.0870006922734716,"Q9WTQ5",1
"GO:0052745","GO:0052745","inositol phosphate phosphatase activity","1/34","32/30629",0.0349348140623889,0.126958226714535,0.0870006922734716,"Q9Z0S1",1
"GO:0005178","GO:0005178","integrin binding","2/34","272/30629",0.036580789386065,0.129774705202945,0.0889307411139926,"P48025/Q61554",2
"GO:0140666","GO:0140666","annealing activity","1/34","35/30629",0.038148544654675,0.129853427449379,0.0889846871253254,"P10107",1
"GO:0016247","GO:0016247","channel regulator activity","2/34","280/30629",0.0385566765244261,0.129853427449379,0.0889846871253254,"Q70FJ1/Q8BTM8",2
"GO:0035325","GO:0035325","Toll-like receptor binding","1/34","36/30629",0.0392174780887388,0.129853427449379,0.0889846871253254,"P48025",1
"GO:0019825","GO:0019825","oxygen binding","1/34","38/30629",0.0413518870576199,0.131094280246497,0.089835006597741,"P07724",1
"GO:0031210","GO:0031210","phosphatidylcholine binding","1/34","38/30629",0.0413518870576199,0.131094280246497,0.089835006597741,"Q3U7R1",1
"GO:0003785","GO:0003785","actin monomer binding","1/34","43/30629",0.0466677946002344,0.136529519729318,0.0935596143676711,"O89053",1
"GO:0044325","GO:0044325","transmembrane transporter binding","2/34","314/30629",0.0473938203264905,0.136529519729318,0.0935596143676711,"Q70FJ1/Q8BTM8",2
"GO:0016409","GO:0016409","palmitoyltransferase activity","1/34","44/30629",0.0477275374559066,0.136529519729318,0.0935596143676711,"P97742",1
"GO:0034237","GO:0034237","protein kinase A regulatory subunit binding","1/34","45/30629",0.0487861368911361,0.136529519729318,0.0935596143676711,"Q70FJ1",1
"GO:0000979","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding","1/34","46/30629",0.0498435941022826,0.136529519729318,0.0935596143676711,"Q9QZQ8",1
"GO:0050997","GO:0050997","quaternary ammonium group binding","1/34","47/30629",0.0508999102844921,0.136529519729318,0.0935596143676711,"Q3U7R1",1
"GO:0050780","GO:0050780","dopamine receptor binding","1/34","48/30629",0.051955086631701,0.136529519729318,0.0935596143676711,"Q9Z0P4",1
"GO:0002020","GO:0002020","protease binding","2/34","332/30629",0.0523458225185317,0.136529519729318,0.0935596143676711,"P22599/Q60854",2
"GO:0015035","GO:0015035","protein-disulfide reductase activity","1/34","49/30629",0.0530091243366327,0.136529519729318,0.0935596143676711,"P27773",1
"GO:0016747","GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups","2/34","335/30629",0.0531886854247999,0.136529519729318,0.0935596143676711,"P97742/Q9DBL9",2
"GO:0004866","GO:0004866","endopeptidase inhibitor activity","2/34","336/30629",0.0534707308431062,0.136529519729318,0.0935596143676711,"P22599/Q60854",2
"GO:0070330","GO:0070330","aromatase activity","1/34","50/30629",0.0540620245908038,0.136529519729318,0.0935596143676711,"Q05421",1
"GO:0050998","GO:0050998","nitric-oxide synthase binding","1/34","52/30629",0.0561644175068886,0.138353620418169,0.0948096162526487,"P60710",1
"GO:0030414","GO:0030414","peptidase inhibitor activity","2/34","348/30629",0.0568972182931162,0.138353620418169,0.0948096162526487,"P22599/Q60854",2
"GO:0030742","GO:0030742","GTP-dependent protein binding","1/34","54/30629",0.0582622748879449,0.138353620418169,0.0948096162526487,"Q9CZE3",1
"GO:0030291","GO:0030291","protein serine/threonine kinase inhibitor activity","1/34","55/30629",0.0593095057188135,0.138353620418169,0.0948096162526487,"Q9QZQ8",1
"GO:0061135","GO:0061135","endopeptidase regulator activity","2/34","359/30629",0.06010471697519,0.138353620418169,0.0948096162526487,"P22599/Q60854",2
"GO:0030020","GO:0030020","extracellular matrix structural constituent conferring tensile strength","1/34","56/30629",0.0603556062226913,0.138353620418169,0.0948096162526487,"Q04857",1
"GO:0043274","GO:0043274","phospholipase binding","1/34","58/30629",0.0624444209806154,0.140973011001692,0.0966046066207288,"P48025",1
"GO:0015036","GO:0015036","disulfide oxidoreductase activity","1/34","59/30629",0.0634871375972342,0.141187813462506,0.0967518043508518,"P27773",1
"GO:0042288","GO:0042288","MHC class I protein binding","1/34","64/30629",0.0686838602006365,0.149191428957583,0.102236443722257,"P27773",1
"GO:0008392","GO:0008392","arachidonic acid epoxygenase activity","1/34","65/30629",0.0697198408567201,0.149191428957583,0.102236443722257,"Q05421",1
"GO:0016746","GO:0016746","acyltransferase activity","2/34","392/30629",0.0700899330673208,0.149191428957583,0.102236443722257,"P97742/Q9DBL9",2
"GO:0008391","GO:0008391","arachidonic acid monooxygenase activity","1/34","69/30629",0.0738525896867087,0.154986420610135,0.106207578941597,"Q05421",1
"GO:0140272","GO:0140272","exogenous protein binding","1/34","71/30629",0.0759122761919971,0.157096238230661,0.107653374131926,"P07724",1
"GO:0016667","GO:0016667","oxidoreductase activity, acting on a sulfur group of donors","1/34","75/30629",0.0800183200154184,0.158126002860466,0.108359041168952,"P27773",1
"GO:0043548","GO:0043548","phosphatidylinositol 3-kinase binding","1/34","78/30629",0.0830862264461794,0.158126002860466,0.108359041168952,"O89053",1
"GO:0016860","GO:0016860","intramolecular oxidoreductase activity","1/34","79/30629",0.0841066535451559,0.158126002860466,0.108359041168952,"P27773",1
"GO:0061134","GO:0061134","peptidase regulator activity","2/34","438/30629",0.084842374205493,0.158126002860466,0.108359041168952,"P22599/Q60854",2
"GO:0042287","GO:0042287","MHC protein binding","1/34","80/30629",0.0851259783824542,0.158126002860466,0.108359041168952,"P27773",1
"GO:0031491","GO:0031491","nucleosome binding","1/34","82/30629",0.0871613258893099,0.158126002860466,0.108359041168952,"Q9QZQ8",1
"GO:0030170","GO:0030170","pyridoxal phosphate binding","1/34","83/30629",0.0881773508645863,0.158126002860466,0.108359041168952,"P07724",1
"GO:0030544","GO:0030544","Hsp70 protein binding","1/34","83/30629",0.0881773508645863,0.158126002860466,0.108359041168952,"Q05421",1
"GO:0001784","GO:0001784","phosphotyrosine residue binding","1/34","84/30629",0.0891922781896238,0.158126002860466,0.108359041168952,"P48025",1
"GO:0005504","GO:0005504","fatty acid binding","1/34","85/30629",0.0902061090143595,0.158126002860466,0.108359041168952,"P07724",1
"GO:0016620","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","1/34","85/30629",0.0902061090143595,0.158126002860466,0.108359041168952,"Q9Z110",1
"GO:0030159","GO:0030159","signaling receptor complex adaptor activity","1/34","85/30629",0.0902061090143595,0.158126002860466,0.108359041168952,"Q9WTQ5",1
"GO:0070279","GO:0070279","vitamin B6 binding","1/34","85/30629",0.0902061090143595,0.158126002860466,0.108359041168952,"P07724",1
"GO:0016791","GO:0016791","phosphatase activity","2/34","464/30629",0.0935677089031069,0.161417506321375,0.110614610478088,"P16015/Q9Z0S1",2
"GO:0042169","GO:0042169","SH2 domain binding","1/34","89/30629",0.0942504902681857,0.161417506321375,0.110614610478088,"P48025",1
"GO:0004715","GO:0004715","non-membrane spanning protein tyrosine kinase activity","1/34","93/30629",0.0982774192091255,0.165842250665607,0.113646756019526,"P48025",1
"GO:0016709","GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","1/34","96/30629",0.101286206782351,0.165842250665607,0.113646756019526,"Q05421",1
"GO:0016836","GO:0016836","hydro-lyase activity","1/34","96/30629",0.101286206782351,0.165842250665607,0.113646756019526,"P16015",1
"GO:0051879","GO:0051879","Hsp90 protein binding","1/34","96/30629",0.101286206782351,0.165842250665607,0.113646756019526,"Q05421",1
"GO:0016903","GO:0016903","oxidoreductase activity, acting on the aldehyde or oxo group of donors","1/34","101/30629",0.106279212006767,0.172126115097916,0.117952901197442,"Q9Z110",1
"GO:0001046","GO:0001046","core promoter sequence-specific DNA binding","1/34","105/30629",0.110254221051471,0.174764669539033,0.11976102398648,"Q9QZQ8",1
"GO:0004860","GO:0004860","protein kinase inhibitor activity","1/34","105/30629",0.110254221051471,0.174764669539033,0.11976102398648,"Q9QZQ8",1
"GO:0008395","GO:0008395","steroid hydroxylase activity","1/34","107/30629",0.112235285350266,0.176032184391469,0.120629614171476,"Q05421",1
"GO:0016712","GO:0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","1/34","110/30629",0.115198856814381,0.178798225680654,0.122525099901261,"Q05421",1
"GO:0019210","GO:0019210","kinase inhibitor activity","1/34","113/30629",0.118152825197197,0.181134362512901,0.12412598490817,"Q9QZQ8",1
"GO:0045309","GO:0045309","protein phosphorylated amino acid binding","1/34","114/30629",0.119135352525264,0.181134362512901,0.12412598490817,"P48025",1
"GO:0019894","GO:0019894","kinesin binding","1/34","118/30629",0.123054847576773,0.185203760494335,0.126914622168495,"P60710",1
"GO:0004857","GO:0004857","enzyme inhibitor activity","1/34","121/30629",0.125983355028233,0.185457397676605,0.127088432176833,"P10107",1
"GO:0016835","GO:0016835","carbon-oxygen lyase activity","1/34","121/30629",0.125983355028233,0.185457397676605,0.127088432176833,"P16015",1
"GO:0003678","GO:0003678","DNA helicase activity","1/34","122/30629",0.126957413174589,0.185457397676605,0.127088432176833,"P10107",1
"GO:0005518","GO:0005518","collagen binding","1/34","142/30629",0.146218771393637,0.211520358617979,0.144948603221081,"Q04857",1
"GO:0017022","GO:0017022","myosin binding","1/34","145/30629",0.149072166321816,0.213574545980294,0.146356276651986,"O89053",1
"GO:0008170","GO:0008170","N-methyltransferase activity","1/34","148/30629",0.151916304577615,0.215576470305378,0.147728135779736,"O55239",1
"GO:0033293","GO:0033293","monocarboxylic acid binding","1/34","150/30629",0.153807268537452,0.216200783132833,0.148155958769938,"P07724",1
"GO:0035591","GO:0035591","signaling adaptor activity","1/34","157/30629",0.160393470090808,0.223351654612434,0.153056238060092,"Q9WTQ5",1
"GO:1990841","GO:1990841","promoter-specific chromatin binding","1/34","165/30629",0.167859640566089,0.231584133743956,0.158697710866575,"Q9QZQ8",1
"GO:0003727","GO:0003727","single-stranded RNA binding","1/34","173/30629",0.175261354246535,0.235260736781384,0.161217177448211,"P10107",1
"GO:0031490","GO:0031490","chromatin DNA binding","1/34","173/30629",0.175261354246535,0.235260736781384,0.161217177448211,"Q9QZQ8",1
"GO:0046332","GO:0046332","SMAD binding","1/34","173/30629",0.175261354246535,0.235260736781384,0.161217177448211,"Q8BTM8",1
"GO:0072341","GO:0072341","modified amino acid binding","1/34","175/30629",0.177101774640411,0.235608610905546,0.16145556522669,"P07724",1
"GO:0051087","GO:0051087","chaperone binding","1/34","181/30629",0.182599150877939,0.240772331688609,0.164994109316815,"P07724",1
"GO:0048306","GO:0048306","calcium-dependent protein binding","1/34","191/30629",0.191682328499681,0.250532166196952,0.171682233282263,"P10107",1
"GO:0008094","GO:0008094","ATP-dependent activity, acting on DNA","1/34","196/30629",0.19618710367885,0.254190247375206,0.174189007385341,"P10107",1
"GO:0097110","GO:0097110","scaffold protein binding","1/34","201/30629",0.200667508022589,0.257753954270395,0.17663110960246,"P48025",1
"GO:0051219","GO:0051219","phosphoprotein binding","1/34","208/30629",0.206899374444477,0.263487237540402,0.180559957904762,"P48025",1
"GO:0019842","GO:0019842","vitamin binding","1/34","217/30629",0.214842515200189,0.271284192922272,0.185902979254401,"P07724",1
"GO:0005179","GO:0005179","hormone activity","1/34","224/30629",0.220967078484439,0.273172686625049,0.18719710775436,"Q61554",1
"GO:0052689","GO:0052689","carboxylic ester hydrolase activity","1/34","224/30629",0.220967078484439,0.273172686625049,0.18719710775436,"Q9DBL9",1
"GO:0004497","GO:0004497","monooxygenase activity","1/34","225/30629",0.221838222024368,0.273172686625049,0.18719710775436,"Q05421",1
"GO:0008757","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","1/34","230/30629",0.226179776740223,0.27623595683847,0.1892962756152,"O55239",1
"GO:0140678","GO:0140678","molecular function inhibitor activity","1/34","236/30629",0.23135861476557,0.280263687805447,0.192056359711257,"P10107",1
"GO:0016853","GO:0016853","isomerase activity","1/34","242/30629",0.236503805884036,0.284186024812269,0.194744220464783,"P27773",1
"GO:0020037","GO:0020037","heme binding","1/34","245/30629",0.239063850160513,0.284964109391331,0.195277418657429,"Q05421",1
"GO:0005506","GO:0005506","iron ion binding","1/34","249/30629",0.242464285690504,0.28672363942766,0.196483172196983,"Q05421",1
"GO:0004386","GO:0004386","helicase activity","1/34","255/30629",0.247537300801749,0.288830641475318,0.197927037959066,"P10107",1
"GO:0046906","GO:0046906","tetrapyrrole binding","1/34","256/30629",0.248379591305889,0.288830641475318,0.197927037959066,"Q05421",1
"GO:0031072","GO:0031072","heat shock protein binding","1/34","258/30629",0.25006142785447,0.288830641475318,0.197927037959066,"Q05421",1
"GO:0004713","GO:0004713","protein tyrosine kinase activity","1/34","261/30629",0.252577335976259,0.289185176838816,0.198169990486507,"P48025",1
"GO:0017124","GO:0017124","SH3 domain binding","1/34","263/30629",0.254250054804596,0.289185176838816,0.198169990486507,"P70429",1
"GO:0019838","GO:0019838","growth factor binding","1/34","283/30629",0.270778650153405,0.305651658127707,0.209453979783734,"Q04857",1
"GO:0016829","GO:0016829","lyase activity","1/34","296/30629",0.281330974980991,0.315175302798253,0.215980249886475,"P16015",1
"GO:0008168","GO:0008168","methyltransferase activity","1/34","301/30629",0.285349969947807,0.31729213076286,0.217430849056852,"O55239",1
"GO:0031406","GO:0031406","carboxylic acid binding","1/34","313/30629",0.294906759534594,0.325489682745589,0.223048387328309,"P07724",1
"GO:0016741","GO:0016741","transferase activity, transferring one-carbon groups","1/34","317/30629",0.298064702931528,0.325884232443251,0.223318760487427,"O55239",1
"GO:0008201","GO:0008201","heparin binding","1/34","319/30629",0.299638522447821,0.325884232443251,0.223318760487427,"Q61554",1
"GO:0016705","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","1/34","346/30629",0.320552782511363,0.346104091262269,0.237174827639986,"Q05421",1
"GO:0000287","GO:0000287","magnesium ion binding","1/34","352/30629",0.3251173944645,0.348507135073457,0.238821562007244,"Q9Z0S1",1
"GO:0019887","GO:0019887","protein kinase regulator activity","1/34","358/30629",0.329652236824824,0.350844166334991,0.240423059939909,"Q9QZQ8",1
"GO:0140097","GO:0140097","catalytic activity, acting on DNA","1/34","388/30629",0.351886455188728,0.371851644135607,0.254818858927261,"P10107",1
"GO:0019207","GO:0019207","kinase regulator activity","1/34","412/30629",0.36915687914335,0.387354753467318,0.265442678109007,"Q9QZQ8",1
"GO:0005516","GO:0005516","calmodulin binding","1/34","420/30629",0.374813788165431,0.390540240815729,0.267625597733138,"Q9WTQ5",1
"GO:0005539","GO:0005539","glycosaminoglycan binding","1/34","434/30629",0.384595126769272,0.397949124226539,0.272702684916809,"Q61554",1
"GO:0008022","GO:0008022","protein C-terminus binding","1/34","444/30629",0.391490688563195,0.402290431695973,0.275677653652486,"O89053",1
"GO:0035091","GO:0035091","phosphatidylinositol binding","1/34","450/30629",0.395591966882208,0.403720568941432,0.276657684120939,"Q3U7R1",1
"GO:0003924","GO:0003924","GTPase activity","1/34","489/30629",0.421603744035402,0.424858962001013,0.291143195436936,"Q9CZE3",1
"GO:0031267","GO:0031267","small GTPase binding","1/34","493/30629",0.424209344191831,0.424858962001013,0.291143195436936,"Q8BTM8",1
"GO:0019902","GO:0019902","phosphatase binding","1/34","494/30629",0.424858962001013,0.424858962001013,0.291143195436936,"P48025",1
