"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1904950","GO:1904950","negative regulation of establishment of protein localization","2/16","248/30636",0.00726743193929174,0.0794763911363983,0.0449866364923009,"P10637/O08715",2
"GO:0051583","GO:0051583","dopamine uptake involved in synaptic transmission","1/16","14/30636",0.00728843163709636,0.0794763911363983,0.0449866364923009,"Q9ER39",1
"GO:0051934","GO:0051934","catecholamine uptake involved in synaptic transmission","1/16","14/30636",0.00728843163709636,0.0794763911363983,0.0449866364923009,"Q9ER39",1
"GO:0090258","GO:0090258","negative regulation of mitochondrial fission","1/16","14/30636",0.00728843163709636,0.0794763911363983,0.0449866364923009,"P10637",1
"GO:0033539","GO:0033539","fatty acid beta-oxidation using acyl-CoA dehydrogenase","1/16","16/30636",0.00832556146382812,0.0794763911363983,0.0449866364923009,"Q99LC5",1
"GO:0140374","GO:0140374","antiviral innate immune response","1/16","16/30636",0.00832556146382812,0.0794763911363983,0.0449866364923009,"O08715",1
"GO:1900034","GO:1900034","regulation of cellular response to heat","1/16","16/30636",0.00832556146382812,0.0794763911363983,0.0449866364923009,"P10637",1
"GO:0000338","GO:0000338","protein deneddylation","1/16","17/30636",0.00884374536378152,0.0794763911363983,0.0449866364923009,"Q9ER39",1
"GO:0005513","GO:0005513","detection of calcium ion","1/16","17/30636",0.00884374536378152,0.0794763911363983,0.0449866364923009,"P70302",1
"GO:0006086","GO:0006086","acetyl-CoA biosynthetic process from pyruvate","1/16","17/30636",0.00884374536378152,0.0794763911363983,0.0449866364923009,"P63030",1
"GO:0071712","GO:0071712","ER-associated misfolded protein catabolic process","1/16","17/30636",0.00884374536378152,0.0794763911363983,0.0449866364923009,"Q9ER39",1
"GO:1903748","GO:1903748","negative regulation of establishment of protein localization to mitochondrion","1/16","17/30636",0.00884374536378152,0.0794763911363983,0.0449866364923009,"P10637",1
"GO:0014850","GO:0014850","response to muscle activity","1/16","20/30636",0.0103967744033268,0.0794763911363983,0.0449866364923009,"Q149B8",1
"GO:0032237","GO:0032237","activation of store-operated calcium channel activity","1/16","20/30636",0.0103967744033268,0.0794763911363983,0.0449866364923009,"P70302",1
"GO:0090494","GO:0090494","dopamine uptake","1/16","21/30636",0.0109139435831521,0.0794763911363983,0.0449866364923009,"Q9ER39",1
"GO:0009266","GO:0009266","response to temperature stimulus","2/16","308/30636",0.0110157136700428,0.0794763911363983,0.0449866364923009,"P10637/Q8VHQ9",2
"GO:0006103","GO:0006103","2-oxoglutarate metabolic process","1/16","22/30636",0.0114308593728851,0.0794763911363983,0.0449866364923009,"Q9D2G2",1
"GO:0006744","GO:0006744","ubiquinone biosynthetic process","1/16","22/30636",0.0114308593728851,0.0794763911363983,0.0449866364923009,"Q8R1S0",1
"GO:0010288","GO:0010288","response to lead ion","1/16","22/30636",0.0114308593728851,0.0794763911363983,0.0449866364923009,"P10637",1
"GO:0006839","GO:0006839","mitochondrial transport","2/16","318/30636",0.0117082638951684,0.0794763911363983,0.0449866364923009,"O35857/P63030",2
"GO:0090493","GO:0090493","catecholamine uptake","1/16","23/30636",0.0119475218884019,0.0794763911363983,0.0449866364923009,"Q9ER39",1
"GO:1900454","GO:1900454","positive regulation of long-term synaptic depression","1/16","23/30636",0.0119475218884019,0.0794763911363983,0.0449866364923009,"P10637",1
"GO:1901663","GO:1901663","quinone biosynthetic process","1/16","23/30636",0.0119475218884019,0.0794763911363983,0.0449866364923009,"Q8R1S0",1
"GO:0010917","GO:0010917","negative regulation of mitochondrial membrane potential","1/16","24/30636",0.0124639312455306,0.0794763911363983,0.0449866364923009,"P10637",1
"GO:0048312","GO:0048312","intracellular distribution of mitochondria","1/16","24/30636",0.0124639312455306,0.0794763911363983,0.0449866364923009,"P10637",1
"GO:1904428","GO:1904428","negative regulation of tubulin deacetylation","1/16","24/30636",0.0124639312455306,0.0794763911363983,0.0449866364923009,"P10637",1
"GO:0006743","GO:0006743","ubiquinone metabolic process","1/16","25/30636",0.0129800875600503,0.0794763911363983,0.0449866364923009,"Q8R1S0",1
"GO:1901341","GO:1901341","positive regulation of store-operated calcium channel activity","1/16","25/30636",0.0129800875600503,0.0794763911363983,0.0449866364923009,"P70302",1
"GO:0030150","GO:0030150","protein import into mitochondrial matrix","1/16","26/30636",0.0134959909476903,0.0794763911363983,0.0449866364923009,"O35857",1
"GO:0045762","GO:0045762","positive regulation of adenylate cyclase activity","1/16","26/30636",0.0134959909476903,0.0794763911363983,0.0449866364923009,"P70302",1
"GO:2001256","GO:2001256","regulation of store-operated calcium entry","1/16","26/30636",0.0134959909476903,0.0794763911363983,0.0449866364923009,"P70302",1
"GO:0006085","GO:0006085","acetyl-CoA biosynthetic process","1/16","28/30636",0.0145270394050024,0.0824525109743051,0.0466712326269652,"P63030",1
"GO:0016226","GO:0016226","iron-sulfur cluster assembly","1/16","29/30636",0.0150421847058884,0.0824525109743051,0.0466712326269652,"Q8WTY4",1
"GO:0031163","GO:0031163","metallo-sulfur cluster assembly","1/16","29/30636",0.0150421847058884,0.0824525109743051,0.0466712326269652,"Q8WTY4",1
"GO:0042308","GO:0042308","negative regulation of protein import into nucleus","1/16","30/30636",0.0155570775423217,0.0824525109743051,0.0466712326269652,"O08715",1
"GO:1900244","GO:1900244","positive regulation of synaptic vesicle endocytosis","1/16","30/30636",0.0155570775423217,0.0824525109743051,0.0466712326269652,"Q9ER39",1
"GO:1904590","GO:1904590","negative regulation of protein import","1/16","30/30636",0.0155570775423217,0.0824525109743051,0.0466712326269652,"O08715",1
"GO:1901339","GO:1901339","regulation of store-operated calcium channel activity","1/16","31/30636",0.0160717180297856,0.08365964752923,0.0473545174693755,"P70302",1
"GO:0051580","GO:0051580","regulation of neurotransmitter uptake","1/16","32/30636",0.0165861062837153,0.08365964752923,0.0473545174693755,"Q9ER39",1
"GO:0090043","GO:0090043","regulation of tubulin deacetylation","1/16","32/30636",0.0165861062837153,0.08365964752923,0.0473545174693755,"P10637",1
"GO:0017038","GO:0017038","protein import","2/16","388/30636",0.017073893479674,0.08365964752923,0.0473545174693755,"O08715/O35857",2
"GO:0045837","GO:0045837","negative regulation of membrane potential","1/16","33/30636",0.0171002424194967,0.08365964752923,0.0473545174693755,"P10637",1
"GO:0070166","GO:0070166","enamel mineralization","1/16","35/30636",0.0181277587979144,0.0839559638509863,0.0475222436892375,"P70302",1
"GO:1903423","GO:1903423","positive regulation of synaptic vesicle recycling","1/16","35/30636",0.0181277587979144,0.0839559638509863,0.0475222436892375,"Q9ER39",1
"GO:0071218","GO:0071218","cellular response to misfolded protein","1/16","36/30636",0.0186411392710759,0.0839559638509863,0.0475222436892375,"Q9ER39",1
"GO:0090042","GO:0090042","tubulin deacetylation","1/16","37/30636",0.0191542680871436,0.0839559638509863,0.0475222436892375,"P10637",1
"GO:0006099","GO:0006099","tricarboxylic acid cycle","1/16","38/30636",0.0196671453612572,0.0839559638509863,0.0475222436892375,"Q9D2G2",1
"GO:0051349","GO:0051349","positive regulation of lyase activity","1/16","38/30636",0.0196671453612572,0.0839559638509863,0.0475222436892375,"P70302",1
"GO:1900452","GO:1900452","regulation of long-term synaptic depression","1/16","38/30636",0.0196671453612572,0.0839559638509863,0.0475222436892375,"P10637",1
"GO:0002115","GO:0002115","store-operated calcium entry","1/16","39/30636",0.0201797712085092,0.0839559638509863,0.0475222436892375,"P70302",1
"GO:0048311","GO:0048311","mitochondrion distribution","1/16","39/30636",0.0201797712085092,0.0839559638509863,0.0475222436892375,"P10637",1
"GO:0051788","GO:0051788","response to misfolded protein","1/16","39/30636",0.0201797712085092,0.0839559638509863,0.0475222436892375,"Q9ER39",1
"GO:0031281","GO:0031281","positive regulation of cyclase activity","1/16","41/30636",0.0212042690825522,0.0839559638509863,0.0475222436892375,"P70302",1
"GO:0048499","GO:0048499","synaptic vesicle membrane organization","1/16","41/30636",0.0212042690825522,0.0839559638509863,0.0475222436892375,"Q9ER39",1
"GO:0046034","GO:0046034","ATP metabolic process","2/16","438/30636",0.0214372288524004,0.0839559638509863,0.0475222436892375,"Q8K3J1/Q9D6J6",2
"GO:0032930","GO:0032930","positive regulation of superoxide anion generation","1/16","42/30636",0.021716141339283,0.0839559638509863,0.0475222436892375,"P10637",1
"GO:0034643","GO:0034643","establishment of mitochondrion localization, microtubule-mediated","1/16","42/30636",0.021716141339283,0.0839559638509863,0.0475222436892375,"P10637",1
"GO:0047497","GO:0047497","mitochondrion transport along microtubule","1/16","42/30636",0.021716141339283,0.0839559638509863,0.0475222436892375,"P10637",1
"GO:1903747","GO:1903747","regulation of establishment of protein localization to mitochondrion","1/16","42/30636",0.021716141339283,0.0839559638509863,0.0475222436892375,"P10637",1
"GO:0006515","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins","1/16","43/30636",0.0222277626290319,0.0839559638509863,0.0475222436892375,"Q9ER39",1
"GO:0014823","GO:0014823","response to activity","1/16","43/30636",0.0222277626290319,0.0839559638509863,0.0475222436892375,"Q149B8",1
"GO:0001963","GO:0001963","synaptic transmission, dopaminergic","1/16","44/30636",0.0227391330666464,0.0839559638509863,0.0475222436892375,"Q9ER39",1
"GO:0051085","GO:0051085","chaperone cofactor-dependent protein refolding","1/16","45/30636",0.0232502527669253,0.0839559638509863,0.0475222436892375,"Q9ER39",1
"GO:0032928","GO:0032928","regulation of superoxide anion generation","1/16","46/30636",0.0237611218446188,0.0839559638509863,0.0475222436892375,"P10637",1
"GO:0035384","GO:0035384","thioester biosynthetic process","1/16","46/30636",0.0237611218446188,0.0839559638509863,0.0475222436892375,"P63030",1
"GO:0071616","GO:0071616","acyl-CoA biosynthetic process","1/16","46/30636",0.0237611218446188,0.0839559638509863,0.0475222436892375,"P63030",1
"GO:0071763","GO:0071763","nuclear membrane organization","1/16","46/30636",0.0237611218446188,0.0839559638509863,0.0475222436892375,"Q9ER39",1
"GO:0051654","GO:0051654","establishment of mitochondrion localization","1/16","48/30636",0.024782108591008,0.084738822924092,0.0479653714664672,"P10637",1
"GO:0097186","GO:0097186","amelogenesis","1/16","48/30636",0.024782108591008,0.084738822924092,0.0479653714664672,"P70302",1
"GO:1990000","GO:1990000","amyloid fibril formation","1/16","48/30636",0.024782108591008,0.084738822924092,0.0479653714664672,"P10637",1
"GO:0046823","GO:0046823","negative regulation of nucleocytoplasmic transport","1/16","49/30636",0.0252922264889592,0.0855630640796706,0.0484319230639645,"O08715",1
"GO:0034505","GO:0034505","tooth mineralization","1/16","51/30636",0.0263117119071532,0.0861525588961861,0.0487655993751997,"P70302",1
"GO:1900242","GO:1900242","regulation of synaptic vesicle endocytosis","1/16","51/30636",0.0263117119071532,0.0861525588961861,0.0487655993751997,"Q9ER39",1
"GO:0006458","GO:0006458","'de novo' protein folding","1/16","52/30636",0.0268210796563598,0.0861525588961861,0.0487655993751997,"Q9ER39",1
"GO:0006734","GO:0006734","NADH metabolic process","1/16","52/30636",0.0268210796563598,0.0861525588961861,0.0487655993751997,"Q9D2G2",1
"GO:0051084","GO:0051084","'de novo' posttranslational protein folding","1/16","52/30636",0.0268210796563598,0.0861525588961861,0.0487655993751997,"Q9ER39",1
"GO:0090140","GO:0090140","regulation of mitochondrial fission","1/16","53/30636",0.0273301975848681,0.0869100283198806,0.0491943556527626,"P10637",1
"GO:0006084","GO:0006084","acetyl-CoA metabolic process","1/16","56/30636",0.028856053589566,0.0890895635095339,0.0504280548167173,"P63030",1
"GO:0035308","GO:0035308","negative regulation of protein dephosphorylation","1/16","56/30636",0.028856053589566,0.0890895635095339,0.0504280548167173,"O08715",1
"GO:0098810","GO:0098810","neurotransmitter reuptake","1/16","56/30636",0.028856053589566,0.0890895635095339,0.0504280548167173,"Q9ER39",1
"GO:0044743","GO:0044743","protein transmembrane import into intracellular organelle","1/16","57/30636",0.0293641733784006,0.0897866070608787,0.0508226077703087,"O35857",1
"GO:0090322","GO:0090322","regulation of superoxide metabolic process","1/16","58/30636",0.029872043917854,0.0904696187226436,0.0512092181448926,"P10637",1
"GO:0010614","GO:0010614","negative regulation of cardiac muscle hypertrophy","1/16","59/30636",0.0303796653220434,0.0911389959661302,0.0515881109242246,"O08715",1
"GO:0045761","GO:0045761","regulation of adenylate cyclase activity","1/16","60/30636",0.030887037705039,0.0917951214037607,0.051959502681374,"P70302",1
"GO:0033866","GO:0033866","nucleoside bisphosphate biosynthetic process","1/16","62/30636",0.0319010358634808,0.0920146113718724,0.0520837422859655,"P63030",1
"GO:0034030","GO:0034030","ribonucleoside bisphosphate biosynthetic process","1/16","62/30636",0.0319010358634808,0.0920146113718724,0.0520837422859655,"P63030",1
"GO:0034033","GO:0034033","purine nucleoside bisphosphate biosynthetic process","1/16","62/30636",0.0319010358634808,0.0920146113718724,0.0520837422859655,"P63030",1
"GO:0014741","GO:0014741","negative regulation of muscle hypertrophy","1/16","63/30636",0.032407661866823,0.0920146113718724,0.0520837422859655,"O08715",1
"GO:1901661","GO:1901661","quinone metabolic process","1/16","63/30636",0.032407661866823,0.0920146113718724,0.0520837422859655,"Q8R1S0",1
"GO:1902473","GO:1902473","regulation of protein localization to synapse","1/16","66/30636",0.0339260489396934,0.0946358207265132,0.0535674456942528,"P10637",1
"GO:1903421","GO:1903421","regulation of synaptic vesicle recycling","1/16","66/30636",0.0339260489396934,0.0946358207265132,0.0535674456942528,"Q9ER39",1
"GO:0042554","GO:0042554","superoxide anion generation","1/16","68/30636",0.0349370656783085,0.0966085816148008,0.0546841028008306,"P10637",1
"GO:0031116","GO:0031116","positive regulation of microtubule polymerization","1/16","69/30636",0.0354422019956712,0.0967866481162258,0.0547848951601278,"P10637",1
"GO:0001504","GO:0001504","neurotransmitter uptake","1/16","71/30636",0.0364517310944332,0.0967866481162258,0.0547848951601278,"Q9ER39",1
"GO:0042181","GO:0042181","ketone biosynthetic process","1/16","72/30636",0.0369561241028575,0.0967866481162258,0.0547848951601278,"Q8R1S0",1
"GO:0031112","GO:0031112","positive regulation of microtubule polymerization or depolymerization","1/16","74/30636",0.0379641676049937,0.0967866481162258,0.0547848951601278,"P10637",1
"GO:0006998","GO:0006998","nuclear envelope organization","1/16","76/30636",0.0389712218432188,0.0967866481162258,0.0547848951601278,"Q9ER39",1
"GO:0044319","GO:0044319","wound healing, spreading of cells","1/16","76/30636",0.0389712218432188,0.0967866481162258,0.0547848951601278,"Q9ER39",1
"GO:0090505","GO:0090505","epiboly involved in wound healing","1/16","76/30636",0.0389712218432188,0.0967866481162258,0.0547848951601278,"Q9ER39",1
"GO:0010257","GO:0010257","NADH dehydrogenase complex assembly","1/16","77/30636",0.039474378271573,0.0967866481162258,0.0547848951601278,"Q8K3J1",1
"GO:0032981","GO:0032981","mitochondrial respiratory chain complex I assembly","1/16","77/30636",0.039474378271573,0.0967866481162258,0.0547848951601278,"Q8K3J1",1
"GO:0090504","GO:0090504","epiboly","1/16","77/30636",0.039474378271573,0.0967866481162258,0.0547848951601278,"Q9ER39",1
"GO:0000266","GO:0000266","mitochondrial fission","1/16","78/30636",0.0399772877237037,0.0967866481162258,0.0547848951601278,"P10637",1
"GO:0031279","GO:0031279","regulation of cyclase activity","1/16","78/30636",0.0399772877237037,0.0967866481162258,0.0547848951601278,"P70302",1
"GO:0051339","GO:0051339","regulation of lyase activity","1/16","78/30636",0.0399772877237037,0.0967866481162258,0.0547848951601278,"P70302",1
"GO:0060292","GO:0060292","long-term synaptic depression","1/16","78/30636",0.0399772877237037,0.0967866481162258,0.0547848951601278,"P10637",1
"GO:0008631","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","1/16","79/30636",0.0404799503127611,0.0967866481162258,0.0547848951601278,"P10637",1
"GO:0090317","GO:0090317","negative regulation of intracellular protein transport","1/16","79/30636",0.0404799503127611,0.0967866481162258,0.0547848951601278,"O08715",1
"GO:1900181","GO:1900181","negative regulation of protein localization to nucleus","1/16","79/30636",0.0404799503127611,0.0967866481162258,0.0547848951601278,"O08715",1
"GO:2000008","GO:2000008","regulation of protein localization to cell surface","1/16","79/30636",0.0404799503127611,0.0967866481162258,0.0547848951601278,"Q9ER39",1
"GO:0009409","GO:0009409","response to cold","1/16","80/30636",0.0409823661518488,0.0972566599722979,0.0550509396069611,"Q8VHQ9",1
"GO:0048489","GO:0048489","synaptic vesicle transport","1/16","83/30636",0.0424881342995974,0.100083160794607,0.0566508457327965,"Q9ER39",1
"GO:0035305","GO:0035305","negative regulation of dephosphorylation","1/16","84/30636",0.0429895642688706,0.100519716452212,0.0568979527087993,"O08715",1
"GO:0061077","GO:0061077","chaperone-mediated protein folding","1/16","86/30636",0.0439916857646989,0.101567826731595,0.057491222678261,"Q9ER39",1
"GO:0065002","GO:0065002","intracellular protein transmembrane transport","1/16","87/30636",0.0444923775168357,0.101567826731595,0.057491222678261,"O35857",1
"GO:0010823","GO:0010823","negative regulation of mitochondrion organization","1/16","88/30636",0.044992823422094,0.101567826731595,0.057491222678261,"P10637",1
"GO:0051646","GO:0051646","mitochondrion localization","1/16","89/30636",0.0454930235931438,0.101567826731595,0.057491222678261,"P10637",1
"GO:0120163","GO:0120163","negative regulation of cold-induced thermogenesis","1/16","89/30636",0.0454930235931438,0.101567826731595,0.057491222678261,"Q8VHQ9",1
"GO:1901021","GO:1901021","positive regulation of calcium ion transmembrane transporter activity","1/16","89/30636",0.0454930235931438,0.101567826731595,0.057491222678261,"P70302",1
"GO:0045104","GO:0045104","intermediate filament cytoskeleton organization","1/16","90/30636",0.0459929781426088,0.101567826731595,0.057491222678261,"Q9ER39",1
"GO:0060632","GO:0060632","regulation of microtubule-based movement","1/16","90/30636",0.0459929781426088,0.101567826731595,0.057491222678261,"P10637",1
"GO:0015872","GO:0015872","dopamine transport","1/16","91/30636",0.0464926871830632,0.101963272580787,0.0577150599513888,"Q9ER39",1
"GO:0071806","GO:0071806","protein transmembrane transport","1/16","92/30636",0.0469921508270338,0.102352766869841,0.057935528416891,"O35857",1
"GO:0045103","GO:0045103","intermediate filament-based process","1/16","94/30636",0.0479903423753891,0.103815842689617,0.0587636845412928,"Q9ER39",1
"GO:0006626","GO:0006626","protein targeting to mitochondrion","1/16","102/30636",0.0519733151817516,0.11154558555237,0.0631390106900205,"O35857",1
"GO:0034605","GO:0034605","cellular response to heat","1/16","103/30636",0.0524700868774708,0.11154558555237,0.0631390106900205,"P10637",1
"GO:0006635","GO:0006635","fatty acid beta-oxidation","1/16","104/30636",0.052966614523295,0.11154558555237,0.0631390106900205,"Q99LC5",1
"GO:0045773","GO:0045773","positive regulation of axon extension","1/16","104/30636",0.052966614523295,0.11154558555237,0.0631390106900205,"P10637",1
"GO:0007584","GO:0007584","response to nutrient","1/16","108/30636",0.0549502868450412,0.114961784320547,0.0650727081059699,"P10637",1
"GO:0007628","GO:0007628","adult walking behavior","1/16","109/30636",0.0554455959190222,0.115239866027772,0.0652301128459085,"P10637",1
"GO:0006801","GO:0006801","superoxide metabolic process","1/16","110/30636",0.0559406616138265,0.115513833722057,0.0653851888992777,"P10637",1
"GO:0097479","GO:0097479","synaptic vesicle localization","1/16","114/30636",0.0579184928329677,0.118826327231508,0.0672601852253818,"Q9ER39",1
"GO:0090311","GO:0090311","regulation of protein deacetylation","1/16","116/30636",0.0589059510673411,0.120077515637272,0.0679684050777013,"P10637",1
"GO:0031113","GO:0031113","regulation of microtubule polymerization","1/16","119/30636",0.0603853192057424,0.121535009540671,0.0687934016267951,"P10637",1
"GO:0090659","GO:0090659","walking behavior","1/16","119/30636",0.0603853192057424,0.121535009540671,0.0687934016267951,"P10637",1
"GO:0002011","GO:0002011","morphogenesis of an epithelial sheet","1/16","122/30636",0.0618625069578317,0.12295173257869,0.0695953203275606,"Q9ER39",1
"GO:0033108","GO:0033108","mitochondrial respiratory chain complex assembly","1/16","122/30636",0.0618625069578317,0.12295173257869,0.0695953203275606,"Q8K3J1",1
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process","1/16","128/30636",0.0648103532978264,0.128010511482663,0.0724587800845264,"Q9D2G2",1
"GO:0034394","GO:0034394","protein localization to cell surface","1/16","134/30636",0.0677495140385368,0.13217389855371,0.0748154142756848,"Q9ER39",1
"GO:0042306","GO:0042306","regulation of protein import into nucleus","1/16","134/30636",0.0677495140385368,0.13217389855371,0.0748154142756848,"O08715",1
"GO:0048488","GO:0048488","synaptic vesicle endocytosis","1/16","137/30636",0.0692158447771838,0.133397809934209,0.0755081943023823,"Q9ER39",1
"GO:0140238","GO:0140238","presynaptic endocytosis","1/16","137/30636",0.0692158447771838,0.133397809934209,0.0755081943023823,"Q9ER39",1
"GO:0051881","GO:0051881","regulation of mitochondrial membrane potential","1/16","138/30636",0.0697041409994718,0.133529619505012,0.0755828034934031,"P10637",1
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","1/16","141/30636",0.0711675891386965,0.135516726623386,0.076707581107577,"P10637",1
"GO:0009062","GO:0009062","fatty acid catabolic process","1/16","143/30636",0.0721420218937142,0.136554541441673,0.0772950234575509,"Q99LC5",1
"GO:0010611","GO:0010611","regulation of cardiac muscle hypertrophy","1/16","144/30636",0.0726288788002077,0.136662624014592,0.0773562022724106,"O08715",1
"GO:1904589","GO:1904589","regulation of protein import","1/16","145/30636",0.0731154962060585,0.136768987020745,0.0774164077475913,"O08715",1
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","1/16","147/30636",0.0740880129556535,0.137777708303496,0.0779873820585826,"P63030",1
"GO:0014743","GO:0014743","regulation of muscle hypertrophy","1/16","150/30636",0.0755449945728811,0.139670396942885,0.0790587152506895,"O08715",1
"GO:0072384","GO:0072384","organelle transport along microtubule","1/16","151/30636",0.0760301772825459,0.139754892345951,0.079106542837331,"P10637",1
"GO:0051937","GO:0051937","catecholamine transport","1/16","153/30636",0.0769998266159445,0.140723821056726,0.0796549930509771,"Q9ER39",1
"GO:2001259","GO:2001259","positive regulation of cation channel activity","1/16","154/30636",0.0774842934589114,0.140800030399622,0.0796981304148803,"P70302",1
"GO:0036465","GO:0036465","synaptic vesicle recycling","1/16","157/30636",0.078936264007288,0.141817694657162,0.0802741667870726,"Q9ER39",1
"GO:0050805","GO:0050805","negative regulation of synaptic transmission","1/16","157/30636",0.078936264007288,0.141817694657162,0.0802741667870726,"P10637",1
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","1/16","160/30636",0.0803860918828929,0.142808811277989,0.0808351761950878,"O08715",1
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling","1/16","160/30636",0.0803860918828929,0.142808811277989,0.0808351761950878,"P10637",1
"GO:0019395","GO:0019395","fatty acid oxidation","1/16","164/30636",0.0823158677712014,0.145424699729122,0.0823158677712014,"Q99LC5",1
"GO:0046785","GO:0046785","microtubule polymerization","1/16","166/30636",0.0832793314177543,0.146313963485336,0.0828192246143413,"P10637",1
"GO:0036503","GO:0036503","ERAD pathway","1/16","169/30636",0.0847227489685617,0.148032055890124,0.083791729749127,"Q9ER39",1
"GO:1904427","GO:1904427","positive regulation of calcium ion transmembrane transport","1/16","170/30636",0.085203414476045,0.148058392368209,0.0838066371895524,"P70302",1
"GO:0008088","GO:0008088","axo-dendritic transport","1/16","173/30636",0.086643991493347,0.14815689896472,0.0838623956404074,"P10637",1
"GO:0009593","GO:0009593","detection of chemical stimulus","1/16","174/30636",0.0871237110264232,0.14815689896472,0.0838623956404074,"P70302",1
"GO:0034440","GO:0034440","lipid oxidation","1/16","174/30636",0.0871237110264232,0.14815689896472,0.0838623956404074,"Q99LC5",1
"GO:0072329","GO:0072329","monocarboxylic acid catabolic process","1/16","174/30636",0.0871237110264232,0.14815689896472,0.0838623956404074,"Q99LC5",1
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","1/16","177/30636",0.0885614527281895,0.149800755146618,0.0847928802716708,"Q9ER39",1
"GO:0015844","GO:0015844","monoamine transport","1/16","179/30636",0.0895187675332538,0.150618878706745,0.0852559690792894,"Q9ER39",1
